student_id,name,age,gender,education_level,cgpa,previous_internships,location_type,family_income,digital_literacy,skills,preferred_sector,preferred_location
407,Student_407,20,Female,Diploma,7.43,1,Urban,2-5 Lakh,Basic,"Design, Project Management",Environment,Mumbai
408,Student_408,18,Female,Diploma,6.29,2,Urban,<2 Lakh,Intermediate,"Local Language, Mathematics, Problem Solving",Marketing,Mumbai
409,Student_409,24,Female,Postgraduate,5.84,0,Urban,<2 Lakh,Intermediate,"Problem Solving, Excel, Team Work",Media,Chennai
410,Student_410,18,Female,Undergraduate,7.95,0,Urban,2-5 Lakh,Intermediate,"Marketing, Team Work, Local Language",Media,Hyderabad
411,Student_411,20,Male,Undergraduate,7.96,2,Rural,<2 Lakh,Intermediate,"Social Media, Healthcare, Project Management",Healthcare,Any
412,Student_412,25,Male,High School,6.23,1,Semi-Urban,2-5 Lakh,Intermediate,"Leadership, Social Media",Environment,Mumbai
413,Student_413,25,Male,Undergraduate,8.27,0,Semi-Urban,<2 Lakh,Intermediate,"Finance, English",Education,Pune
414,Student_414,21,Male,High School,6.44,1,Rural,<2 Lakh,Intermediate,"Teaching, Finance, Local Language, Python, Mathematics",Agriculture,Rural
415,Student_415,21,Female,Undergraduate,7.5,1,Urban,2-5 Lakh,Basic,"Finance, Research, Local Language",Healthcare,Hyderabad
416,Student_416,20,Female,Postgraduate,8.18,1,Urban,2-5 Lakh,Intermediate,"Customer Service, Problem Solving, Excel",Finance,Mumbai
417,Student_417,20,Male,Diploma,7.16,1,Semi-Urban,2-5 Lakh,Intermediate,"Finance, Sales",Marketing,Mumbai
418,Student_418,20,Male,High School,7.75,2,Rural,5-8 Lakh,Intermediate,"Project Management, Research, English",Healthcare,Delhi
419,Student_419,22,Male,High School,6.58,2,Rural,5-8 Lakh,Basic,"Design, Field Work, Teaching",Education,Bangalore
420,Student_420,22,Female,Diploma,6.96,1,Rural,5-8 Lakh,Basic,"Finance, Research, Data Analysis",Agriculture,Rural
421,Student_421,22,Male,Diploma,6.95,0,Rural,2-5 Lakh,Intermediate,"Marketing, Healthcare, Communication, Social Media",Education,Delhi
422,Student_422,22,Male,High School,6.3,2,Semi-Urban,5-8 Lakh,Intermediate,"Marketing, Project Management",NGO,Mumbai
423,Student_423,18,Male,Undergraduate,6.99,1,Urban,<2 Lakh,Advanced,"Sales, Project Management, Research",Manufacturing,Rural
424,Student_424,21,Male,Undergraduate,5.34,1,Rural,<2 Lakh,Basic,"Field Work, Research, Python, Local Language",Manufacturing,Rural
425,Student_425,18,Other,Diploma,6.61,0,Semi-Urban,2-5 Lakh,Intermediate,"Marketing, Teaching, Python, Project Management, Local Language",Media,Chennai
426,Student_426,21,Female,Postgraduate,6.86,2,Urban,5-8 Lakh,Intermediate,"Chemistry, Biology",Education,Rural
427,Student_427,20,Male,High School,6.89,1,Rural,<2 Lakh,Advanced,"Java, Team Work, Biology",Media,Bangalore
428,Student_428,23,Female,Postgraduate,6.91,0,Urban,<2 Lakh,Intermediate,"Healthcare, Research",Manufacturing,Mumbai
429,Student_429,20,Female,Diploma,7.13,1,Semi-Urban,<2 Lakh,Intermediate,"Chemistry, Mathematics",Manufacturing,Bangalore
430,Student_430,19,Female,Postgraduate,7.78,2,Urban,5-8 Lakh,Intermediate,"Social Media, Team Work, Mathematics",Education,Hyderabad
431,Student_431,19,Male,Undergraduate,8.25,0,Rural,2-5 Lakh,Intermediate,"Sales, Social Media",Government,Any
432,Student_432,22,Male,Undergraduate,6.42,3,Urban,<2 Lakh,Advanced,"English, Data Analysis, Team Work, Teaching",Environment,Delhi
433,Student_433,21,Male,Postgraduate,5.76,1,Rural,2-5 Lakh,Basic,"Local Language, Chemistry, Biology",NGO,Chennai
434,Student_434,19,Female,Diploma,5.95,1,Urban,2-5 Lakh,Basic,"Chemistry, Local Language",Environment,Bangalore
435,Student_435,18,Male,Postgraduate,6.62,0,Urban,5-8 Lakh,Advanced,"Local Language, Leadership",Education,Chennai
436,Student_436,22,Male,Diploma,6.78,0,Rural,<2 Lakh,Intermediate,"English, Communication, Java, Research",NGO,Delhi
437,Student_437,18,Male,Diploma,6.28,2,Semi-Urban,5-8 Lakh,Intermediate,"Mathematics, Finance",Education,Bangalore
438,Student_438,23,Female,Diploma,5.64,0,Urban,2-5 Lakh,Intermediate,"Java, Project Management, Sales, Biology",Government,Rural
439,Student_439,22,Male,Undergraduate,6.65,2,Urban,5-8 Lakh,Basic,"Leadership, Excel, Research",Marketing,Hyderabad
440,Student_440,18,Female,Diploma,7.42,0,Rural,<2 Lakh,Intermediate,"MS Office, Biology, Design",Education,Chennai
441,Student_441,18,Female,Undergraduate,7.91,0,Rural,2-5 Lakh,Intermediate,"Problem Solving, Data Analysis, Leadership",Education,Mumbai
442,Student_442,25,Male,Undergraduate,6.53,0,Semi-Urban,2-5 Lakh,Basic,"Mathematics, Customer Service",Agriculture,Mumbai
443,Student_443,20,Female,Undergraduate,6.7,1,Urban,2-5 Lakh,Basic,"Sales, Agriculture",Government,Bangalore
444,Student_444,20,Male,Undergraduate,6.09,3,Rural,<2 Lakh,Intermediate,"Agriculture, Teaching",Media,Rural
445,Student_445,23,Female,Undergraduate,7.16,0,Urban,5-8 Lakh,Basic,"Problem Solving, Teaching, Healthcare",IT,Any
446,Student_446,24,Male,Diploma,6.18,0,Urban,<2 Lakh,Advanced,"Mathematics, Research, Biology, MS Office",Agriculture,Chennai
447,Student_447,25,Female,Diploma,7.89,0,Rural,5-8 Lakh,Basic,"Mathematics, Communication, Finance",IT,Bangalore
448,Student_448,22,Female,Diploma,5.06,1,Rural,5-8 Lakh,Intermediate,"Excel, Leadership",Government,Rural
449,Student_449,20,Female,High School,6.77,1,Rural,2-5 Lakh,Advanced,"Chemistry, Social Media, Local Language",Education,Chennai
450,Student_450,18,Female,Diploma,7.56,2,Urban,5-8 Lakh,Intermediate,"Biology, Local Language, Marketing, Mathematics",Finance,Hyderabad
451,Student_451,22,Male,Diploma,7.42,1,Urban,5-8 Lakh,Intermediate,"Customer Service, Sales, Excel, Mathematics, Marketing",Manufacturing,Mumbai
452,Student_452,21,Female,Postgraduate,10.0,1,Urban,2-5 Lakh,Intermediate,"Python, Teaching, Customer Service",NGO,Rural
453,Student_453,20,Female,Undergraduate,7.62,0,Semi-Urban,5-8 Lakh,Basic,"Communication, Finance, Sales",NGO,Hyderabad
454,Student_454,24,Female,Diploma,6.0,3,Urban,<2 Lakh,Basic,"Local Language, Biology, Teaching",Environment,Rural
455,Student_455,19,Male,Undergraduate,7.09,0,Urban,2-5 Lakh,Advanced,"Project Management, Marketing, English, Sales, Communication",Government,Rural
456,Student_456,21,Female,High School,5.07,0,Urban,5-8 Lakh,Intermediate,"Local Language, Social Media, Healthcare, Python",Manufacturing,Mumbai
457,Student_457,18,Female,Undergraduate,7.1,1,Rural,2-5 Lakh,Intermediate,"Team Work, Customer Service, MS Office",Environment,Rural
458,Student_458,21,Female,Undergraduate,6.2,1,Urban,2-5 Lakh,Basic,"Team Work, Social Media",Government,Rural
459,Student_459,18,Male,Undergraduate,8.3,1,Semi-Urban,2-5 Lakh,Basic,"English, Excel, Finance",Manufacturing,Bangalore
460,Student_460,19,Female,Undergraduate,6.54,1,Urban,5-8 Lakh,Basic,"Field Work, Research, English",Government,Mumbai
461,Student_461,19,Male,Postgraduate,7.06,2,Semi-Urban,>8 Lakh,Intermediate,"Design, Communication, Leadership, Java",Government,Delhi
462,Student_462,21,Female,Postgraduate,6.44,0,Urban,2-5 Lakh,Intermediate,"Java, Research, Healthcare",Education,Chennai
463,Student_463,22,Male,Undergraduate,9.29,2,Rural,5-8 Lakh,Intermediate,"Communication, Social Media",Healthcare,Bangalore
464,Student_464,21,Female,Undergraduate,6.81,1,Semi-Urban,>8 Lakh,Intermediate,"Customer Service, Leadership, Marketing, Finance",Media,Hyderabad
465,Student_465,25,Other,Undergraduate,9.4,1,Urban,<2 Lakh,Basic,"Sales, Local Language, Biology, Field Work",IT,Mumbai
466,Student_466,20,Male,Diploma,8.18,1,Semi-Urban,<2 Lakh,Basic,"Customer Service, Design, Project Management",Finance,Rural
467,Student_467,20,Female,Diploma,7.78,0,Rural,5-8 Lakh,Basic,"Biology, Leadership, Design, English",Marketing,Mumbai
468,Student_468,23,Male,High School,7.64,2,Semi-Urban,5-8 Lakh,Intermediate,"Communication, Healthcare, Team Work",IT,Mumbai
469,Student_469,19,Female,Undergraduate,7.67,1,Rural,5-8 Lakh,Basic,"Design, Teaching, Java, Field Work, Sales",Marketing,Chennai
470,Student_470,25,Female,Undergraduate,4.89,0,Urban,2-5 Lakh,Advanced,"Data Analysis, Finance, Social Media, Sales",Finance,Chennai
471,Student_471,18,Female,Diploma,6.87,1,Urban,<2 Lakh,Basic,"Communication, Local Language, Sales",NGO,Mumbai
472,Student_472,25,Female,Postgraduate,8.21,3,Urban,2-5 Lakh,Advanced,"Customer Service, English, Sales, Java",Marketing,Mumbai
473,Student_473,18,Female,Postgraduate,7.14,1,Urban,<2 Lakh,Intermediate,"Marketing, Teaching, Data Analysis, Communication, Finance",Education,Mumbai
474,Student_474,23,Male,Undergraduate,5.51,2,Urban,<2 Lakh,Advanced,"Excel, Local Language, Data Analysis",Government,Rural
475,Student_475,21,Male,Undergraduate,7.14,0,Urban,5-8 Lakh,Intermediate,"English, Team Work, Python",Media,Rural
476,Student_476,25,Female,Postgraduate,9.24,0,Urban,<2 Lakh,Advanced,"Java, Mathematics, MS Office, Social Media",Government,Chennai
477,Student_477,18,Female,High School,8.7,0,Rural,5-8 Lakh,Basic,"Leadership, Mathematics",NGO,Rural
478,Student_478,21,Female,Undergraduate,7.13,1,Urban,2-5 Lakh,Intermediate,"Project Management, Data Analysis, Excel",NGO,Rural
479,Student_479,25,Female,High School,8.34,0,Urban,2-5 Lakh,Advanced,"Chemistry, Customer Service, Data Analysis, Project Management, Social Media",Healthcare,Delhi
480,Student_480,21,Male,Undergraduate,6.76,0,Rural,<2 Lakh,Basic,"MS Office, Chemistry, Leadership, Mathematics",Media,Any
481,Student_481,21,Female,Diploma,5.16,2,Urban,2-5 Lakh,Basic,"Team Work, Python, Teaching",Healthcare,Rural
482,Student_482,22,Male,Postgraduate,6.09,2,Urban,<2 Lakh,Intermediate,"Leadership, Customer Service",Marketing,Mumbai
483,Student_483,21,Female,Postgraduate,9.08,1,Urban,>8 Lakh,Advanced,"Teaching, Mathematics, Problem Solving",NGO,Mumbai
484,Student_484,21,Male,High School,6.87,0,Semi-Urban,5-8 Lakh,Intermediate,"Communication, Local Language, Python",Agriculture,Delhi
485,Student_485,21,Male,Undergraduate,6.91,0,Semi-Urban,2-5 Lakh,Intermediate,"Leadership, Python",NGO,Delhi
486,Student_486,24,Male,Postgraduate,6.84,0,Urban,<2 Lakh,Basic,"Sales, Mathematics, Social Media, Project Management",IT,Rural
487,Student_487,18,Male,Undergraduate,9.48,1,Rural,>8 Lakh,Basic,"MS Office, Python, Problem Solving",Government,Chennai
488,Student_488,20,Female,Postgraduate,9.15,2,Rural,2-5 Lakh,Intermediate,"Teaching, Java, Leadership",NGO,Rural
489,Student_489,25,Male,Undergraduate,9.86,1,Rural,<2 Lakh,Basic,"Biology, Design, Agriculture",Finance,Rural
490,Student_490,23,Male,Diploma,7.01,0,Rural,2-5 Lakh,Intermediate,"Communication, Biology, Excel, Healthcare, Finance",Manufacturing,Pune
491,Student_491,21,Male,Diploma,7.55,1,Rural,>8 Lakh,Advanced,"Chemistry, Sales, Agriculture",Healthcare,Rural
492,Student_492,21,Male,Diploma,5.38,0,Urban,<2 Lakh,Basic,"Project Management, Communication",Environment,Delhi
493,Student_493,20,Male,Undergraduate,8.97,0,Urban,<2 Lakh,Intermediate,"Finance, Agriculture",Finance,Bangalore
494,Student_494,19,Male,Diploma,5.8,1,Rural,>8 Lakh,Basic,"Social Media, Team Work, Java",Marketing,Pune
495,Student_495,21,Female,Undergraduate,7.46,1,Semi-Urban,<2 Lakh,Intermediate,"Biology, Mathematics, Local Language",IT,Delhi
496,Student_496,20,Female,Undergraduate,5.88,0,Rural,<2 Lakh,Basic,"Agriculture, Research, Finance",Government,Delhi
497,Student_497,21,Female,Undergraduate,6.49,0,Semi-Urban,2-5 Lakh,Intermediate,"English, Python, Java",Marketing,Rural
498,Student_498,18,Male,Postgraduate,6.2,3,Semi-Urban,5-8 Lakh,Basic,"Healthcare, Marketing",Agriculture,Rural
499,Student_499,25,Male,Postgraduate,6.47,0,Urban,2-5 Lakh,Intermediate,"Design, Local Language, Communication",Healthcare,Mumbai
500,Student_500,25,Female,Undergraduate,6.55,0,Rural,>8 Lakh,Intermediate,"Healthcare, Field Work, Finance",Government,Rural
501,Student_501,22,Male,Undergraduate,6.54,0,Rural,5-8 Lakh,Basic,"Excel, MS Office",Healthcare,Rural
502,Student_502,21,Male,Undergraduate,8.2,0,Semi-Urban,<2 Lakh,Intermediate,"Team Work, Leadership",Finance,Bangalore
503,Student_503,20,Male,Undergraduate,5.87,0,Semi-Urban,>8 Lakh,Basic,"Excel, Leadership",Finance,Delhi
504,Student_504,23,Male,Postgraduate,7.46,2,Rural,2-5 Lakh,Intermediate,"Teaching, Team Work",Media,Any
505,Student_505,22,Male,Diploma,8.66,0,Urban,<2 Lakh,Basic,"English, Project Management, Customer Service, Field Work",Agriculture,Bangalore
506,Student_506,19,Male,High School,6.58,1,Rural,2-5 Lakh,Intermediate,"MS Office, Marketing",Media,Delhi
507,Student_507,24,Female,Postgraduate,6.34,1,Urban,2-5 Lakh,Basic,"Team Work, Agriculture, Research",Environment,Chennai
508,Student_508,23,Female,Undergraduate,6.92,1,Rural,<2 Lakh,Intermediate,"Finance, Agriculture",Manufacturing,Rural
509,Student_509,24,Female,Undergraduate,8.62,2,Semi-Urban,<2 Lakh,Basic,"Team Work, Design, Communication, Mathematics, Field Work",Education,Mumbai
510,Student_510,22,Female,Postgraduate,7.43,2,Urban,2-5 Lakh,Intermediate,"Communication, English, Chemistry, Customer Service, Biology",Media,Mumbai
511,Student_511,21,Female,High School,6.56,0,Rural,5-8 Lakh,Basic,"Data Analysis, Design",Education,Mumbai
512,Student_512,20,Female,Postgraduate,7.78,2,Urban,2-5 Lakh,Advanced,"Finance, Social Media, Design",Finance,Any
513,Student_513,24,Female,Undergraduate,5.88,1,Urban,>8 Lakh,Advanced,"MS Office, Finance",Finance,Mumbai
514,Student_514,23,Male,Undergraduate,8.02,3,Urban,<2 Lakh,Basic,"Marketing, Design, Biology",IT,Hyderabad
515,Student_515,18,Male,Undergraduate,7.69,1,Rural,<2 Lakh,Intermediate,"Communication, MS Office",Media,Any
516,Student_516,18,Male,Postgraduate,6.83,3,Semi-Urban,<2 Lakh,Basic,"Design, MS Office, Local Language, Teaching",Agriculture,Delhi
517,Student_517,20,Female,High School,6.19,2,Semi-Urban,<2 Lakh,Basic,"Sales, Leadership, Local Language",NGO,Any
518,Student_518,23,Female,Undergraduate,6.14,0,Urban,<2 Lakh,Intermediate,"Healthcare, Excel, Design, Communication, Biology",Marketing,Any
519,Student_519,25,Male,Undergraduate,7.84,1,Semi-Urban,5-8 Lakh,Intermediate,"Biology, Sales",Media,Any
520,Student_520,19,Female,Undergraduate,8.67,3,Rural,>8 Lakh,Intermediate,"Mathematics, Leadership, Customer Service, Java",NGO,Mumbai
521,Student_521,21,Male,Undergraduate,6.44,2,Urban,>8 Lakh,Basic,"Project Management, Customer Service, MS Office, Local Language",Education,Pune
522,Student_522,20,Female,High School,7.75,0,Urban,<2 Lakh,Basic,"Communication, Design",Agriculture,Rural
523,Student_523,25,Male,Diploma,4.7,1,Urban,5-8 Lakh,Basic,"Sales, Local Language, Chemistry",Marketing,Any
524,Student_524,23,Male,Diploma,6.5,0,Semi-Urban,2-5 Lakh,Intermediate,"Design, Biology",Marketing,Mumbai
525,Student_525,23,Male,Undergraduate,7.16,0,Rural,<2 Lakh,Intermediate,"Java, Research, Team Work",Media,Rural
526,Student_526,21,Male,Diploma,6.11,1,Rural,5-8 Lakh,Intermediate,"Research, Sales, Communication",Marketing,Bangalore
527,Student_527,20,Male,Diploma,6.08,0,Urban,2-5 Lakh,Basic,"Project Management, Agriculture, Data Analysis",NGO,Mumbai
528,Student_528,20,Male,Postgraduate,6.4,2,Rural,<2 Lakh,Basic,"Leadership, Local Language, Healthcare",Environment,Chennai
529,Student_529,18,Female,High School,7.55,0,Urban,2-5 Lakh,Basic,"Social Media, Communication, Sales, Customer Service, Chemistry",Healthcare,Rural
530,Student_530,23,Female,Postgraduate,6.98,2,Urban,<2 Lakh,Basic,"Teaching, Project Management",Education,Chennai
531,Student_531,23,Male,Undergraduate,4.51,0,Rural,5-8 Lakh,Basic,"Social Media, Mathematics, Design, Customer Service, Chemistry",Manufacturing,Hyderabad
532,Student_532,25,Female,Undergraduate,4.66,0,Urban,2-5 Lakh,Intermediate,"Team Work, Local Language",IT,Any
533,Student_533,25,Female,Diploma,6.47,0,Semi-Urban,>8 Lakh,Advanced,"English, Customer Service, Python, Team Work",Marketing,Bangalore
534,Student_534,21,Male,High School,7.75,0,Urban,<2 Lakh,Intermediate,"Local Language, Field Work, Teaching",Environment,Pune
535,Student_535,22,Male,Undergraduate,4.0,0,Rural,2-5 Lakh,Intermediate,"Python, Problem Solving",Education,Bangalore
536,Student_536,24,Male,Undergraduate,6.6,0,Urban,2-5 Lakh,Basic,"Teaching, Field Work, Chemistry, Research, MS Office",Education,Bangalore
537,Student_537,23,Male,Undergraduate,6.57,1,Rural,2-5 Lakh,Advanced,"Sales, Python, Problem Solving",Finance,Rural
538,Student_538,19,Female,High School,8.87,0,Urban,2-5 Lakh,Basic,"Leadership, Project Management, Local Language, Marketing",Education,Any
539,Student_539,21,Male,Undergraduate,6.74,1,Urban,5-8 Lakh,Advanced,"Excel, Leadership, Biology",Agriculture,Hyderabad
540,Student_540,19,Female,Undergraduate,7.66,0,Semi-Urban,5-8 Lakh,Intermediate,"English, Python, Excel",Finance,Rural
541,Student_541,25,Female,Undergraduate,7.37,2,Urban,>8 Lakh,Basic,"Biology, Agriculture, Data Analysis",Environment,Delhi
542,Student_542,21,Male,Undergraduate,4.64,2,Semi-Urban,5-8 Lakh,Advanced,"Marketing, Design, Finance, MS Office",Manufacturing,Mumbai
543,Student_543,19,Female,Undergraduate,8.12,1,Semi-Urban,5-8 Lakh,Basic,"Problem Solving, Sales",Government,Chennai
544,Student_544,22,Male,Undergraduate,7.46,0,Urban,2-5 Lakh,Intermediate,"Research, Biology, MS Office, Chemistry",Education,Delhi
545,Student_545,21,Female,High School,7.81,0,Urban,5-8 Lakh,Intermediate,"Project Management, Team Work, Excel, Java, Leadership",Media,Mumbai
546,Student_546,20,Male,Undergraduate,10.0,3,Rural,2-5 Lakh,Basic,"Problem Solving, Chemistry",Environment,Chennai
547,Student_547,19,Female,High School,4.7,0,Semi-Urban,2-5 Lakh,Intermediate,"Team Work, Java",Marketing,Delhi
548,Student_548,22,Female,Undergraduate,9.27,0,Semi-Urban,2-5 Lakh,Intermediate,"Local Language, Excel, Teaching, Finance",Environment,Mumbai
549,Student_549,21,Male,Undergraduate,6.86,0,Rural,2-5 Lakh,Intermediate,"Local Language, Design, Healthcare",Manufacturing,Chennai
550,Student_550,22,Female,High School,7.54,0,Rural,<2 Lakh,Basic,"Team Work, Finance, Design",Manufacturing,Hyderabad
551,Student_551,21,Female,Diploma,7.15,0,Urban,>8 Lakh,Advanced,"Teaching, Data Analysis",Government,Any
552,Student_552,23,Female,High School,6.69,2,Semi-Urban,2-5 Lakh,Basic,"Chemistry, Agriculture, Communication",Healthcare,Pune
553,Student_553,21,Female,Undergraduate,6.52,0,Semi-Urban,<2 Lakh,Basic,"Sales, Design",Environment,Bangalore
554,Student_554,21,Female,Postgraduate,7.6,1,Urban,2-5 Lakh,Basic,"Communication, Research, Local Language",Healthcare,Any
555,Student_555,23,Male,High School,5.38,0,Urban,<2 Lakh,Basic,"Local Language, Project Management, Healthcare, Agriculture",Manufacturing,Rural
556,Student_556,20,Male,Postgraduate,8.1,0,Urban,<2 Lakh,Basic,"Local Language, Research, Java",NGO,Mumbai
557,Student_557,19,Female,Undergraduate,6.7,2,Urban,<2 Lakh,Advanced,"Social Media, Marketing, Team Work",Marketing,Delhi
558,Student_558,18,Male,Diploma,5.84,0,Semi-Urban,2-5 Lakh,Basic,"Java, Python, Data Analysis, Research, Chemistry",Agriculture,Pune
559,Student_559,22,Female,High School,6.66,2,Urban,2-5 Lakh,Basic,"Leadership, Chemistry, Teaching, Research",Government,Hyderabad
560,Student_560,21,Female,Undergraduate,8.71,1,Urban,5-8 Lakh,Basic,"MS Office, Communication, Python, Healthcare",Government,Rural
561,Student_561,22,Male,Undergraduate,6.56,0,Urban,5-8 Lakh,Intermediate,"Biology, Design, Problem Solving",Agriculture,Rural
562,Student_562,19,Male,Undergraduate,7.63,3,Semi-Urban,2-5 Lakh,Advanced,"Leadership, Marketing, Customer Service, Field Work",Media,Pune
563,Student_563,19,Female,High School,6.32,0,Rural,2-5 Lakh,Basic,"Social Media, Agriculture",IT,Any
564,Student_564,18,Male,High School,8.11,2,Urban,2-5 Lakh,Basic,"Customer Service, Local Language",Healthcare,Hyderabad
565,Student_565,20,Female,Undergraduate,8.02,0,Urban,5-8 Lakh,Basic,"Mathematics, Sales",Government,Delhi
566,Student_566,21,Male,Diploma,9.42,2,Semi-Urban,<2 Lakh,Basic,"Excel, Marketing, Biology",Environment,Rural
567,Student_567,20,Female,Diploma,6.99,0,Semi-Urban,<2 Lakh,Basic,"Java, Design, Python, Finance",Environment,Mumbai
568,Student_568,20,Male,Diploma,8.0,1,Urban,5-8 Lakh,Intermediate,"Excel, MS Office, Project Management",Agriculture,Rural
569,Student_569,24,Female,Undergraduate,7.32,2,Urban,2-5 Lakh,Basic,"Design, Project Management, Marketing, Field Work",Healthcare,Any
570,Student_570,20,Male,Postgraduate,8.76,2,Urban,<2 Lakh,Intermediate,"English, Design, Research, Communication",NGO,Rural
571,Student_571,21,Female,Undergraduate,6.34,2,Urban,<2 Lakh,Basic,"Marketing, Python, MS Office",Manufacturing,Hyderabad
572,Student_572,22,Male,Postgraduate,8.09,2,Rural,>8 Lakh,Advanced,"Problem Solving, Mathematics, Team Work",Finance,Chennai
573,Student_573,20,Female,Diploma,6.97,2,Semi-Urban,5-8 Lakh,Advanced,"Finance, Field Work, Sales",Manufacturing,Bangalore
574,Student_574,21,Female,Undergraduate,7.12,0,Rural,5-8 Lakh,Intermediate,"Excel, Design, Communication",Finance,Bangalore
575,Student_575,23,Male,Diploma,7.31,0,Semi-Urban,2-5 Lakh,Basic,"Social Media, Design",Government,Pune
576,Student_576,24,Male,Undergraduate,7.5,0,Urban,2-5 Lakh,Basic,"Project Management, Marketing, Agriculture, Excel, Research",Marketing,Rural
577,Student_577,19,Male,Postgraduate,7.06,0,Rural,>8 Lakh,Intermediate,"Biology, MS Office",Agriculture,Pune
578,Student_578,24,Female,Undergraduate,7.46,0,Rural,>8 Lakh,Intermediate,"Social Media, MS Office",Marketing,Mumbai
579,Student_579,21,Female,Diploma,9.09,1,Urban,<2 Lakh,Intermediate,"Chemistry, Problem Solving, Excel, Agriculture, English",Agriculture,Chennai
580,Student_580,20,Female,Undergraduate,8.38,0,Urban,5-8 Lakh,Advanced,"Communication, Agriculture, Data Analysis",NGO,Rural
581,Student_581,21,Male,High School,8.24,1,Rural,<2 Lakh,Advanced,"Chemistry, Sales, Biology, English",Media,Chennai
582,Student_582,25,Male,Postgraduate,6.65,0,Urban,<2 Lakh,Basic,"Leadership, Social Media, Communication",Education,Hyderabad
583,Student_583,21,Female,Undergraduate,6.13,0,Urban,5-8 Lakh,Intermediate,"Leadership, Teaching, Data Analysis",Media,Rural
584,Student_584,20,Male,Undergraduate,8.35,1,Rural,2-5 Lakh,Basic,"Problem Solving, Team Work, Leadership",Government,Pune
585,Student_585,21,Other,Undergraduate,8.25,2,Semi-Urban,>8 Lakh,Basic,"Chemistry, English, Excel",Agriculture,Bangalore
586,Student_586,19,Male,Undergraduate,8.97,1,Rural,<2 Lakh,Intermediate,"Problem Solving, Chemistry, English",Environment,Any
587,Student_587,18,Female,High School,6.48,1,Semi-Urban,2-5 Lakh,Basic,"Healthcare, Finance, Chemistry, Project Management",IT,Mumbai
588,Student_588,19,Male,Undergraduate,6.92,0,Urban,>8 Lakh,Advanced,"Chemistry, Project Management, Finance",IT,Any
589,Student_589,19,Male,Diploma,5.23,1,Rural,>8 Lakh,Basic,"Local Language, Project Management, English, Team Work, MS Office",Healthcare,Delhi
590,Student_590,19,Female,Undergraduate,6.73,0,Rural,<2 Lakh,Intermediate,"English, MS Office",Environment,Delhi
591,Student_591,19,Female,Undergraduate,8.4,0,Semi-Urban,2-5 Lakh,Intermediate,"Leadership, Finance, Excel",Government,Any
592,Student_592,21,Other,Undergraduate,6.64,1,Urban,2-5 Lakh,Intermediate,"Healthcare, Finance, English",IT,Mumbai
593,Student_593,19,Male,Undergraduate,7.97,0,Rural,<2 Lakh,Basic,"Research, Mathematics, Teaching, Project Management, Java",Healthcare,Rural
594,Student_594,20,Male,Undergraduate,6.97,0,Rural,>8 Lakh,Advanced,"Sales, Agriculture",Education,Rural
595,Student_595,23,Female,High School,7.59,3,Urban,>8 Lakh,Intermediate,"Excel, Research, Finance",Government,Rural
596,Student_596,21,Female,Undergraduate,5.82,3,Urban,<2 Lakh,Intermediate,"Finance, Java, Sales, Research, Excel",Government,Any
597,Student_597,22,Male,Diploma,7.3,0,Urban,<2 Lakh,Basic,"English, Excel",IT,Mumbai
598,Student_598,19,Male,Undergraduate,4.0,0,Urban,<2 Lakh,Intermediate,"Team Work, Agriculture, Marketing, Finance, Project Management",Manufacturing,Rural
599,Student_599,19,Male,Diploma,6.98,0,Semi-Urban,>8 Lakh,Intermediate,"Customer Service, Mathematics",Finance,Delhi
600,Student_600,18,Female,High School,5.24,0,Urban,<2 Lakh,Intermediate,"Biology, Java, Finance, Mathematics",Education,Bangalore
601,Student_601,19,Male,Undergraduate,8.65,2,Urban,2-5 Lakh,Intermediate,"Project Management, English, Data Analysis, MS Office, Team Work",Environment,Rural
602,Student_602,20,Male,High School,8.13,0,Rural,2-5 Lakh,Intermediate,"Healthcare, Agriculture, Leadership, Java",Marketing,Bangalore
603,Student_603,19,Male,Undergraduate,7.76,2,Urban,2-5 Lakh,Basic,"Finance, Communication, Mathematics",Education,Hyderabad
604,Student_604,18,Male,Diploma,9.03,0,Rural,<2 Lakh,Basic,"MS Office, Field Work",Marketing,Chennai
605,Student_605,19,Male,High School,6.06,3,Urban,<2 Lakh,Basic,"Excel, Agriculture, English, Problem Solving, Java",Healthcare,Pune
606,Student_606,21,Male,Undergraduate,9.3,0,Semi-Urban,>8 Lakh,Intermediate,"Social Media, Field Work, Finance",Environment,Any
607,Student_607,19,Male,High School,8.32,2,Semi-Urban,>8 Lakh,Intermediate,"Finance, Agriculture",Agriculture,Delhi
608,Student_608,20,Female,Diploma,6.92,0,Semi-Urban,5-8 Lakh,Basic,"Agriculture, Team Work, Problem Solving, Sales",Marketing,Hyderabad
609,Student_609,21,Male,Undergraduate,8.56,1,Urban,<2 Lakh,Intermediate,"Sales, Research, Marketing",Healthcare,Rural
610,Student_610,22,Female,High School,5.87,0,Rural,2-5 Lakh,Intermediate,"Design, Chemistry",Agriculture,Chennai
611,Student_611,18,Female,Undergraduate,6.21,0,Urban,2-5 Lakh,Intermediate,"MS Office, Local Language",Environment,Delhi
612,Student_612,22,Female,High School,6.47,2,Urban,<2 Lakh,Basic,"Team Work, Java",Environment,Hyderabad
613,Student_613,21,Female,Diploma,6.57,2,Urban,>8 Lakh,Basic,"Mathematics, English, MS Office",Education,Bangalore
